index,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,split
235,jump_jacks,stu2_32.mp4,98.0,5.0,20.0,20.0,35.0,35.0,48.0,48.0,61.0,61.0,75.0,75.0,86.0,86.0,99.0,99.0,112.0,112.0,124.0,124.0,137.0,137.0,150.0,150.0,163.0,163.0,176.0,176.0,188.0,188.0,201.0,201.0,212.0,212.0,226.0,226.0,239.0,239.0,251.0,251.0,264.0,264.0,276.0,276.0,290.0,290.0,301.0,301.0,313.0,313.0,326.0,326.0,338.0,338.0,352.0,352.0,365.0,365.0,378.0,378.0,391.0,391.0,402.0,402.0,416.0,416.0,428.0,428.0,441.0,441.0,453.0,453.0,467.0,467.0,479.0,479.0,492.0,492.0,505.0,505.0,518.0,518.0,532.0,532.0,544.0,544.0,557.0,557.0,570.0,570.0,582.0,582.0,596.0,596.0,608.0,608.0,620.0,620.0,634.0,634.0,646.0,646.0,666.0,666.0,678.0,678.0,690.0,690.0,704.0,704.0,717.0,717.0,729.0,729.0,742.0,742.0,753.0,753.0,767.0,767.0,779.0,779.0,792.0,792.0,804.0,804.0,816.0,816.0,828.0,828.0,843.0,843.0,854.0,854.0,867.0,867.0,880.0,880.0,891.0,891.0,905.0,905.0,918.0,918.0,930.0,930.0,942.0,942.0,954.0,954.0,968.0,968.0,980.0,980.0,993.0,993.0,1005.0,1005.0,1018.0,1018.0,1032.0,1032.0,1044.0,1044.0,1055.0,1055.0,1068.0,1068.0,1081.0,1081.0,1093.0,1093.0,1106.0,1106.0,1117.0,1117.0,1130.0,1130.0,1142.0,1142.0,1155.0,1155.0,1169.0,1169.0,1180.0,1180.0,1192.0,1192.0,1205.0,1205.0,1217.0,1217.0,1229.0,1229.0,1242.0,1242.0,1259.0,,,,,train
236,squat,val1250.mp4,4.0,3.0,40.0,40.0,102.0,102.0,184.0,184.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
237,push_up,stu1_51.mp4,40.0,23.0,80.0,80.0,143.0,143.0,209.0,209.0,262.0,262.0,328.0,328.0,403.0,403.0,475.0,475.0,520.0,520.0,543.0,543.0,574.0,574.0,600.0,600.0,624.0,624.0,652.0,652.0,681.0,681.0,712.0,712.0,734.0,882.0,939.0,939.0,1003.0,1003.0,1069.0,1069.0,1157.0,1157.0,1221.0,1247.0,1282.0,1282.0,1308.0,1308.0,1338.0,1338.0,1364.0,1364.0,1396.0,1396.0,1422.0,1422.0,1448.0,1448.0,1475.0,1475.0,1505.0,1505.0,1528.0,1528.0,1556.0,1556.0,1586.0,1586.0,1613.0,1613.0,1638.0,1638.0,1668.0,1668.0,1698.0,1698.0,1723.0,1723.0,1750.0,1750.0,1780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
238,sit_up,stu8_50.mp4,5.0,246.0,346.0,346.0,421.0,421.0,491.0,491.0,557.0,557.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
239,bench_pressing,stu4_7.mp4,12.0,31.0,88.0,88.0,150.0,150.0,216.0,216.0,286.0,287.0,355.0,357.0,427.0,429.0,495.0,496.0,569.0,571.0,646.0,663.0,745.0,759.0,844.0,849.0,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
240,squat,stu5_64.mp4,20.0,29.0,57.0,57.0,83.0,83.0,111.0,111.0,137.0,137.0,163.0,163.0,191.0,191.0,215.0,215.0,242.0,242.0,273.0,273.0,299.0,299.0,324.0,324.0,350.0,350.0,382.0,382.0,408.0,408.0,436.0,436.0,463.0,463.0,491.0,491.0,520.0,520.0,548.0,548.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
241,front_raise,stu5_14.mp4,9.0,0.0,75.0,75.0,157.0,157.0,242.0,242.0,331.0,331.0,411.0,411.0,497.0,497.0,574.0,574.0,654.0,654.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
242,jump_jacks,stu3_23.mp4,38.0,42.0,70.0,70.0,91.0,91.0,111.0,111.0,132.0,132.0,154.0,154.0,173.0,173.0,194.0,194.0,214.0,214.0,235.0,235.0,256.0,256.0,277.0,277.0,298.0,298.0,318.0,318.0,338.0,338.0,359.0,359.0,380.0,380.0,400.0,400.0,421.0,421.0,440.0,440.0,461.0,461.0,481.0,481.0,502.0,503.0,522.0,522.0,542.0,542.0,563.0,563.0,584.0,584.0,603.0,604.0,624.0,624.0,644.0,644.0,665.0,665.0,685.0,685.0,706.0,706.0,726.0,726.0,747.0,747.0,767.0,767.0,787.0,787.0,808.0,808.0,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
243,bench_pressing,train139.mp4,1.0,25.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
244,squat,stu1_71.mp4,4.0,177.0,278.0,278.0,429.0,429.0,587.0,657.0,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
245,battle_rope,stu10_0.mp4,23.0,11.0,25.0,25.0,36.0,36.0,46.0,46.0,55.0,55.0,64.0,64.0,73.0,73.0,84.0,84.0,94.0,94.0,104.0,104.0,113.0,113.0,121.0,121.0,132.0,132.0,142.0,142.0,152.0,152.0,163.0,163.0,172.0,172.0,183.0,183.0,192.0,192.0,202.0,202.0,212.0,212.0,221.0,222.0,227.0,227.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
246,push_up,stu4_42.mp4,50.0,228.0,249.0,250.0,262.0,262.0,280.0,280.0,292.0,292.0,307.0,307.0,318.0,318.0,332.0,332.0,352.0,352.0,368.0,368.0,384.0,384.0,399.0,399.0,415.0,415.0,429.0,430.0,444.0,445.0,457.0,457.0,472.0,472.0,488.0,488.0,500.0,501.0,514.0,514.0,528.0,529.0,542.0,543.0,557.0,557.0,570.0,570.0,585.0,585.0,599.0,599.0,616.0,616.0,630.0,630.0,644.0,644.0,658.0,658.0,674.0,674.0,689.0,689.0,703.0,703.0,720.0,720.0,735.0,735.0,749.0,749.0,764.0,764.0,779.0,779.0,795.0,795.0,810.0,810.0,825.0,826.0,842.0,842.0,856.0,857.0,869.0,869.0,886.0,886.0,900.0,901.0,916.0,917.0,931.0,931.0,947.0,981.0,1000.0,1000.0,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
247,pull_up,stu4_36.mp4,6.0,56.0,113.0,476.0,549.0,578.0,684.0,688.0,767.0,838.0,907.0,942.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
248,push_up,stu10_41.mp4,8.0,0.0,83.0,83.0,150.0,150.0,234.0,370.0,443.0,443.0,524.0,524.0,609.0,693.0,774.0,774.0,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
249,battle_rope,stu8_0.mp4,62.0,26.0,36.0,36.0,49.0,49.0,87.0,87.0,133.0,133.0,172.0,172.0,204.0,204.0,219.0,219.0,229.0,229.0,238.0,238.0,247.0,247.0,258.0,258.0,266.0,266.0,274.0,274.0,284.0,284.0,291.0,291.0,301.0,301.0,309.0,309.0,318.0,318.0,326.0,326.0,336.0,336.0,346.0,346.0,354.0,354.0,361.0,361.0,371.0,371.0,379.0,379.0,391.0,391.0,397.0,397.0,405.0,405.0,415.0,415.0,428.0,428.0,437.0,437.0,445.0,445.0,454.0,454.0,483.0,483.0,518.0,518.0,556.0,556.0,594.0,594.0,629.0,629.0,640.0,640.0,652.0,652.0,662.0,662.0,671.0,671.0,680.0,680.0,687.0,687.0,694.0,694.0,702.0,702.0,710.0,710.0,720.0,720.0,729.0,730.0,738.0,738.0,746.0,746.0,756.0,756.0,764.0,764.0,774.0,774.0,782.0,782.0,790.0,790.0,798.0,798.0,806.0,806.0,815.0,815.0,824.0,825.0,835.0,835.0,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
250,front_raise,stu7_15.mp4,4.0,1.0,107.0,108.0,209.0,209.0,318.0,319.0,431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
251,push_up,stu2_47.mp4,20.0,0.0,67.0,67.0,129.0,129.0,201.0,201.0,263.0,263.0,339.0,339.0,419.0,419.0,487.0,488.0,561.0,563.0,640.0,641.0,718.0,718.0,804.0,804.0,903.0,903.0,981.0,981.0,1071.0,1072.0,1144.0,1144.0,1235.0,1237.0,1321.0,1321.0,1408.0,1409.0,1526.0,1526.0,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
252,pull_up,train2527.mp4,4.0,40.0,105.0,105.0,171.0,171.0,229.0,229.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
253,pull_up,stu10_38.mp4,10.0,216.0,270.0,270.0,311.0,311.0,359.0,359.0,409.0,409.0,451.0,451.0,494.0,494.0,537.0,537.0,583.0,583.0,628.0,628.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
254,sit_up,stu1_64.mp4,9.0,278.0,321.0,321.0,390.0,390.0,460.0,460.0,528.0,528.0,599.0,599.0,666.0,666.0,734.0,734.0,807.0,807.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
255,front_raise,stu3_13.mp4,3.0,87.0,183.0,183.0,266.0,266.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
256,push_up,stu1_52.mp4,30.0,4.0,39.0,39.0,68.0,68.0,93.0,93.0,119.0,119.0,144.0,144.0,181.0,181.0,219.0,219.0,261.0,261.0,292.0,317.0,353.0,353.0,395.0,395.0,426.0,643.0,675.0,675.0,704.0,804.0,836.0,836.0,947.0,947.0,994.0,994.0,1071.0,1071.0,1154.0,1154.0,1205.0,1270.0,1355.0,1355.0,1418.0,1418.0,1473.0,1473.0,1503.0,1503.0,1541.0,1541.0,1572.0,1572.0,1605.0,1605.0,1635.0,1635.0,1676.0,1676.0,1719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
257,push_up,stu10_54.mp4,14.0,65.0,125.0,125.0,192.0,192.0,249.0,249.0,305.0,305.0,367.0,367.0,430.0,430.0,486.0,486.0,542.0,542.0,628.0,628.0,737.0,737.0,833.0,833.0,923.0,923.0,1027.0,1027.0,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
258,battle_rope,stu5_0.mp4,49.0,11.0,21.0,21.0,30.0,30.0,38.0,38.0,46.0,46.0,53.0,53.0,63.0,63.0,71.0,71.0,80.0,80.0,89.0,89.0,100.0,100.0,110.0,110.0,118.0,118.0,127.0,127.0,136.0,136.0,145.0,145.0,156.0,156.0,164.0,164.0,172.0,172.0,181.0,181.0,193.0,193.0,202.0,202.0,212.0,212.0,220.0,220.0,232.0,232.0,245.0,245.0,259.0,259.0,269.0,269.0,278.0,278.0,288.0,288.0,299.0,299.0,310.0,310.0,320.0,320.0,330.0,330.0,337.0,337.0,349.0,349.0,360.0,360.0,372.0,372.0,380.0,380.0,389.0,389.0,399.0,399.0,409.0,409.0,418.0,418.0,430.0,430.0,440.0,440.0,448.0,448.0,457.0,457.0,467.0,467.0,478.0,478.0,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
260,front_raise,test558.mp4,2.0,0.0,127.0,128.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
261,push_up,stu2_54.mp4,23.0,50.0,76.0,77.0,94.0,94.0,117.0,118.0,139.0,139.0,165.0,166.0,184.0,184.0,205.0,205.0,228.0,229.0,249.0,250.0,273.0,273.0,298.0,298.0,318.0,318.0,343.0,343.0,363.0,365.0,387.0,388.0,412.0,412.0,437.0,437.0,459.0,459.0,483.0,483.0,505.0,505.0,532.0,532.0,556.0,556.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
262,jump_jacks,val581.mp4,4.0,0.0,46.0,46.0,118.0,118.0,186.0,186.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
263,jump_jacks,test989.mp4,9.0,2.0,15.0,16.0,27.0,28.0,40.0,41.0,58.0,59.0,71.0,72.0,90.0,91.0,108.0,108.0,119.0,119.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
264,bench_pressing,stu8_15.mp4,13.0,75.0,153.0,153.0,204.0,204.0,254.0,254.0,338.0,338.0,386.0,386.0,430.0,430.0,533.0,533.0,587.0,801.0,893.0,893.0,951.0,951.0,1003.0,1003.0,1055.0,1055.0,1123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
265,bench_pressing,stu8_8.mp4,11.0,98.0,170.0,170.0,235.0,235.0,302.0,302.0,381.0,381.0,475.0,475.0,544.0,544.0,623.0,623.0,703.0,703.0,778.0,778.0,860.0,860.0,961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
266,front_raise,stu4_9.mp4,4.0,59.0,254.0,275.0,407.0,408.0,548.0,549.0,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
267,sit_up,stu2_64.mp4,36.0,0.0,84.0,84.0,122.0,122.0,161.0,161.0,197.0,197.0,233.0,233.0,269.0,269.0,309.0,309.0,348.0,348.0,386.0,386.0,422.0,422.0,461.0,461.0,501.0,501.0,540.0,540.0,577.0,577.0,615.0,615.0,658.0,658.0,694.0,694.0,735.0,735.0,775.0,775.0,813.0,813.0,851.0,851.0,891.0,891.0,932.0,932.0,970.0,970.0,1004.0,1004.0,1047.0,1047.0,1086.0,1086.0,1128.0,1128.0,1163.0,1163.0,1202.0,1202.0,1242.0,1243.0,1278.0,1278.0,1315.0,1315.0,1358.0,1358.0,1395.0,1395.0,1435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
268,squat,stu6_59.mp4,10.0,26.0,66.0,66.0,100.0,100.0,141.0,142.0,181.0,181.0,222.0,223.0,257.0,258.0,301.0,301.0,340.0,341.0,384.0,384.0,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
269,front_raise,train929.mp4,4.0,2.0,49.0,49.0,108.0,108.0,162.0,162.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
270,front_raise,test555.mp4,4.0,28.0,84.0,84.0,147.0,147.0,202.0,202.0,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
271,sit_up,val1076.mp4,2.0,0.0,143.0,143.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
272,sit_up,stu5_57.mp4,19.0,101.0,306.0,306.0,378.0,378.0,470.0,470.0,556.0,556.0,642.0,642.0,730.0,730.0,817.0,817.0,904.0,904.0,945.0,946.0,978.0,978.0,1017.0,1017.0,1056.0,1057.0,1093.0,1093.0,1131.0,1132.0,1170.0,1221.0,1283.0,1283.0,1347.0,1347.0,1409.0,1409.0,1481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
273,squat,stu9_69.mp4,21.0,11.0,105.0,105.0,228.0,228.0,340.0,340.0,444.0,444.0,544.0,544.0,646.0,646.0,749.0,749.0,858.0,858.0,962.0,962.0,1063.0,1138.0,1264.0,1264.0,1390.0,1442.0,1564.0,1564.0,1686.0,1686.0,1806.0,1806.0,1943.0,1943.0,2077.0,2077.0,2191.0,2191.0,2303.0,2303.0,2425.0,2425.0,2545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
274,pull_up,val828.mp4,4.0,0.0,54.0,56.0,119.0,121.0,182.0,184.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
